2017-08-29 13:45 Tue // ['332090', '111187', '91'] // ['HGZ7', '3.1035', '3.0860', '3.0925', '3.1215', '3.0765', '69680', '211977', '60'] // [['HGQ7', '3.0795', '3.0650', '3.0825', '3.0935', '3.0795', '33', '270', '0'], ['HGU7', '3.0805', '3.0630', '3.0675', '3.0985', '3.0540', '59155', '29776', '0'], ['HGV7', '3.0895', '3.0720', '3.0695', '3.1050', '3.0635', '1327', '6990', '6'], ['HGX7', '3.0970', '3.0795', '3.0910', '3.1070', '3.0775', '389', '1856', '0'], ['HGZ7', '3.1035', '3.0860', '3.0925', '3.1215', '3.0765', '69680', '211977', '60'], ['HGF8', '3.1100', '3.0935', '3.1155', '3.1155', '3.1100', '7', '766', '0'], ['HGG8', '3.1170', '3.0995', '3.0975', '3.1235', '3.0975', '13', '1574', '0'], ['HGH8', '3.1215', '3.1045', '3.1105', '3.1390', '3.0955', '3019', '44658', '25'], ['HGJ8', '', '3.1105', '', '', '', '0', '1695', '0'], ['HGK8', '3.1300', '3.1140', '3.1330', '3.1475', '3.1155', '1428', '12965', '0'], ['HGM8', '3.1360', '3.1195', '3.1360', '3.1360', '3.1360', '1', '2098', '0'], ['HGN8', '3.1385', '3.1225', '3.1435', '3.1490', '3.1375', '129', '5532', '0'], ['HGQ8', '3.1440', '3.1275', '3.1440', '3.1440', '3.1440', '9', '1519', '0'], ['HGU8', '3.1435', '3.1295', '3.1505', '3.1505', '3.1435', '77', '2568', '0'], ['HGV8', '', '3.1320', '', '', '', '0', '1478', '0'], ['HGX8', '', '3.1335', '', '', '', '0', '1482', '0'], ['HGZ8', '', '3.1345', '', '', '', '8', '4534', '0'], ['HGF9', '', '3.1350', '', '', '', '5', '182', '0'], ['HGG9', '', '3.1370', '', '', '', '0', '2', '0'], ['HGH9', '', '3.1380', '', '', '', '3', '157', '0'], ['HGJ9', '', '3.1395', '', '', '', '0', '2', '0'], ['HGK9', '', '3.1405', '', '', '', '0', '4', '0'], ['HGM9', '', '3.1430', '', '', '', '0', '', ''], ['HGN9', '', '3.1435', '', '', '', '0', '', ''], ['HGQ9', '', '0.0000', '', '', '', '0', '', ''], ['HGU9', '', '3.1445', '', '', '', '0', '', ''], ['HGZ9', '', '3.1455', '', '', '', '0', '3', '0'], ['HGH0', '', '3.1465', '', '', '', '0', '', ''], ['HGK0', '', '3.1470', '', '', '', '0', '', ''], ['HGN0', '', '3.1475', '', '', '', '0', '', ''], ['HGU0', '', '3.1480', '', '', '', '0', '', ''], ['HGZ0', '', '3.1485', '', '', '', '0', '1', '0'], ['HGH1', '', '3.1490', '', '', '', '0', '1', '0'], ['HGK1', '', '3.1495', '', '', '', '0', '', ''], ['HGN1', '', '3.1500', '', '', '', '0', '', ''], ['HGU1', '', '3.1505', '', '', '', '0', '', ''], ['HGZ1', '', '3.1510', '', '', '', '0', '', ''], ['HGH2', '', '3.1515', '', '', '', '0', '', ''], ['HGK2', '', '3.1520', '', '', '', '0', '', ''], ['HGN2', '', '3.1525', '', '', '', '0', '', '']]
2017-08-30 13:45 Wed // ['329513', '151153', '2899'] // ['HGZ7', '3.0900', '3.1045', '3.1050', '3.1175', '3.0840', '74264', '220009', '0'] // [['HGU7', '3.0680', '3.0810', '3.0810', '3.0940', '3.0600', '13756', '15533', '951'], ['HGV7', '3.0765', '3.0895', '3.0880', '3.1025', '3.0700', '1178', '9586', '7'], ['HGX7', '3.0825', '3.0975', '3.0885', '3.0900', '3.0800', '291', '2441', '441'], ['HGZ7', '3.0900', '3.1045', '3.1050', '3.1175', '3.0840', '74264', '220009', '0'], ['HGF8', '3.0955', '3.1120', '3.0955', '3.0955', '3.0955', '58', '772', '0'], ['HGG8', '3.1015', '3.1180', '3.1170', '3.1170', '3.1015', '20', '1573', '0'], ['HGH8', '3.1080', '3.1230', '3.1170', '3.1350', '3.1030', '5419', '44775', '353'], ['HGJ8', '3.1180', '3.1285', '3.1180', '3.1180', '3.1180', '2', '1695', '0'], ['HGK8', '3.1140', '3.1320', '3.1280', '3.1335', '3.1130', '1713', '13131', '794'], ['HGM8', '', '3.1375', '', '', '', '0', '2098', '0'], ['HGN8', '3.1240', '3.1400', '3.1290', '3.1315', '3.1225', '439', '5552', '0'], ['HGQ8', '', '3.1445', '', '', '', '0', '1524', '0'], ['HGU8', '3.1300', '3.1460', '3.1300', '3.1300', '3.1300', '89', '2863', '353'], ['HGV8', '3.1420', '3.1485', '3.1420', '3.1420', '3.1420', '3', '1478', '0'], ['HGX8', '', '3.1500', '', '', '', '2', '1482', '0'], ['HGZ8', '3.1395', '3.1510', '3.1435', '3.1435', '3.1395', '223', '4533', '0'], ['HGF9', '', '3.1510', '', '', '', '14', '187', '0'], ['HGG9', '3.1450', '3.1530', '3.1450', '3.1450', '3.1450', '2', '2', '0'], ['HGH9', '3.1480', '3.1540', '3.1480', '3.1480', '3.1480', '51', '158', '0'], ['HGJ9', '', '3.1555', '', '', '', '0', '2', '0'], ['HGK9', '', '3.1565', '', '', '', '0', '4', '0'], ['HGM9', '', '3.1590', '', '', '', '0', '', ''], ['HGN9', '', '3.1595', '', '', '', '0', '', ''], ['HGQ9', '', '0.0000', '', '', '', '0', '', ''], ['HGU9', '', '3.1605', '', '', '', '0', '', ''], ['HGZ9', '', '3.1615', '', '', '', '0', '3', '0'], ['HGH0', '', '3.1625', '', '', '', '0', '', ''], ['HGK0', '', '3.1630', '', '', '', '0', '', ''], ['HGN0', '', '3.1635', '', '', '', '0', '', ''], ['HGU0', '', '3.1640', '', '', '', '0', '', ''], ['HGZ0', '', '3.1645', '', '', '', '0', '1', '0'], ['HGH1', '', '3.1650', '', '', '', '0', '1', '0'], ['HGK1', '', '3.1655', '', '', '', '0', '', ''], ['HGN1', '', '3.1660', '', '', '', '0', '', ''], ['HGU1', '', '3.1665', '', '', '', '0', '', ''], ['HGZ1', '', '3.1670', '', '', '', '0', '', ''], ['HGH2', '', '3.1675', '', '', '', '0', '', ''], ['HGK2', '', '3.1680', '', '', '', '0', '', ''], ['HGN2', '', '3.1685', '', '', '', '0', '', '']]
2017-08-31 13:45 Thu // ['326577', '103311', '820'] // ['HGZ7', '3.1040', '3.0870', '3.0880', '3.1355', '3.0870', '79114', '222574', '110'] // [['HGU7', '3.0835', '3.0645', '3.0650', '3.1140', '3.0645', '3677', '8980', '467'], ['HGV7', '3.0900', '3.0730', '3.0750', '3.1210', '3.0750', '623', '9751', '41'], ['HGX7', '3.0950', '3.0805', '3.0980', '3.1240', '3.0900', '214', '2521', '26'], ['HGZ7', '3.1040', '3.0870', '3.0880', '3.1355', '3.0870', '79114', '222574', '110'], ['HGF8', '3.1020', '3.0945', '3.1200', '3.1280', '3.1020', '16', '732', '0'], ['HGG8', '3.1115', '3.1005', '3.1200', '3.1200', '3.1115', '2', '1578', '0'], ['HGH8', '3.1225', '3.1055', '3.1075', '3.1525', '3.1065', '4254', '45372', '0'], ['HGJ8', '3.1295', '3.1110', '3.1295', '3.1295', '3.1295', '1', '1696', '0'], ['HGK8', '3.1245', '3.1150', '3.1300', '3.1620', '3.1195', '2184', '13478', '176'], ['HGM8', '3.1375', '3.1205', '3.1375', '3.1375', '3.1375', '2', '2098', '0'], ['HGN8', '3.1315', '3.1235', '3.1345', '3.1360', '3.1300', '503', '5425', '0'], ['HGQ8', '3.1475', '3.1280', '3.1475', '3.1475', '3.1475', '2', '1524', '0'], ['HGU8', '3.1560', '3.1300', '3.1585', '3.1605', '3.1535', '23', '2844', '0'], ['HGV8', '', '3.1330', '', '', '', '0', '1478', '0'], ['HGX8', '', '3.1350', '', '', '', '0', '1482', '0'], ['HGZ8', '3.1445', '3.1360', '3.1650', '3.1650', '3.1405', '88', '4623', '0'], ['HGF9', '', '3.1365', '', '', '', '3', '201', '0'], ['HGG9', '', '3.1385', '', '', '', '0', '3', '0'], ['HGH9', '', '3.1395', '', '', '', '3', '206', '0'], ['HGJ9', '', '3.1410', '', '', '', '0', '2', '0'], ['HGK9', '', '3.1420', '', '', '', '0', '3', '0'], ['HGM9', '', '3.1445', '', '', '', '0', '1', '0'], ['HGN9', '', '3.1450', '', '', '', '0', '', ''], ['HGQ9', '', '3.1455', '', '', '', '0', '', ''], ['HGU9', '', '3.1460', '', '', '', '0', '', ''], ['HGZ9', '', '3.1470', '', '', '', '0', '3', '0'], ['HGH0', '', '3.1480', '', '', '', '0', '', ''], ['HGK0', '', '3.1485', '', '', '', '0', '', ''], ['HGN0', '', '3.1490', '', '', '', '0', '', ''], ['HGU0', '', '3.1495', '', '', '', '0', '', ''], ['HGZ0', '', '3.1500', '', '', '', '0', '1', '0'], ['HGH1', '', '3.1505', '', '', '', '0', '1', '0'], ['HGK1', '', '3.1510', '', '', '', '0', '', ''], ['HGN1', '', '3.1515', '', '', '', '0', '', ''], ['HGU1', '', '3.1520', '', '', '', '0', '', ''], ['HGZ1', '', '3.1525', '', '', '', '0', '', ''], ['HGH2', '', '3.1530', '', '', '', '0', '', ''], ['HGK2', '', '3.1535', '', '', '', '0', '', ''], ['HGN2', '', '3.1540', '', '', '', '0', '', '']]
2017-09-01 13:45 Fri // ['328342', '96119', '146'] // ['HGZ7', '3.1190', '3.0985', '3.1020', '3.1205', '3.0910', '68640', '224983', '110'] // [['HGU7', '3.0990', '3.0790', '3.0870', '3.0990', '3.0730', '1120', '6748', '0'], ['HGV7', '3.1085', '3.0870', '3.0970', '3.1090', '3.0835', '214', '9849', '36'], ['HGX7', '3.1135', '3.0940', '3.1005', '3.1135', '3.1005', '167', '2597', '0'], ['HGZ7', '3.1190', '3.0985', '3.1020', '3.1205', '3.0910', '68640', '224983', '110'], ['HGF8', '3.1095', '3.1060', '3.1210', '3.1210', '3.1095', '119', '741', '0'], ['HGG8', '3.1060', '3.1120', '3.1235', '3.1235', '3.1060', '78', '1577', '0'], ['HGH8', '3.1380', '3.1170', '3.1200', '3.1390', '3.1090', '5242', '46034', '0'], ['HGJ8', '3.1405', '3.1225', '3.1405', '3.1405', '3.1405', '2', '1697', '0'], ['HGK8', '3.1480', '3.1265', '3.1320', '3.1490', '3.1200', '578', '13938', '0'], ['HGM8', '3.1485', '3.1315', '3.1485', '3.1485', '3.1485', '2', '2100', '0'], ['HGN8', '3.1560', '3.1345', '3.1420', '3.1565', '3.1405', '534', '5542', '0'], ['HGQ8', '3.1575', '3.1390', '3.1575', '3.1575', '3.1575', '4', '1525', '0'], ['HGU8', '3.1585', '3.1410', '3.1485', '3.1585', '3.1485', '345', '2954', '0'], ['HGV8', '', '3.1440', '', '', '', '0', '1478', '0'], ['HGX8', '', '3.1460', '', '', '', '0', '1482', '0'], ['HGZ8', '3.1670', '3.1470', '3.1510', '3.1690', '3.1510', '192', '4670', '0'], ['HGF9', '', '3.1475', '', '', '', '12', '204', '0'], ['HGG9', '', '3.1495', '', '', '', '0', '3', '0'], ['HGH9', '', '3.1505', '', '', '', '51', '209', '0'], ['HGJ9', '', '3.1520', '', '', '', '0', '2', '0'], ['HGK9', '', '3.1530', '', '', '', '0', '3', '0'], ['HGM9', '', '3.1555', '', '', '', '0', '1', '0'], ['HGN9', '', '3.1560', '', '', '', '0', '', ''], ['HGQ9', '', '3.1565', '', '', '', '0', '', ''], ['HGU9', '', '3.1570', '', '', '', '0', '', ''], ['HGZ9', '', '3.1580', '', '', '', '0', '3', '0'], ['HGH0', '', '3.1590', '', '', '', '0', '', ''], ['HGK0', '', '3.1595', '', '', '', '0', '', ''], ['HGN0', '', '3.1600', '', '', '', '0', '', ''], ['HGU0', '', '3.1605', '', '', '', '0', '', ''], ['HGZ0', '', '3.1610', '', '', '', '0', '1', '0'], ['HGH1', '', '3.1615', '', '', '', '0', '1', '0'], ['HGK1', '', '3.1620', '', '', '', '0', '', ''], ['HGN1', '', '3.1625', '', '', '', '0', '', ''], ['HGU1', '', '3.1630', '', '', '', '0', '', ''], ['HGZ1', '', '3.1635', '', '', '', '0', '', ''], ['HGH2', '', '3.1640', '', '', '', '0', '', ''], ['HGK2', '', '3.1645', '', '', '', '0', '', ''], ['HGN2', '', '3.1650', '', '', '', '0', '', '']]
2017-09-04 13:45 Mon // ['329545', '82712', '25'] // ['HGZ7', '3.1550', '3.1180', '3.1225', '3.1765', '3.1130', '56627', '225022', '0'] // [['HGU7', '3.1350', '3.0980', '3.0985', '3.1560', '3.0930', '337', '6333', '0'], ['HGV7', '3.1430', '3.1070', '3.1290', '3.1435', '3.1155', '238', '9915', '25'], ['HGX7', '3.1475', '3.1135', '3.1370', '3.1480', '3.1185', '19', '2670', '0'], ['HGZ7', '3.1550', '3.1180', '3.1225', '3.1765', '3.1130', '56627', '225022', '0'], ['HGF8', '', '3.1245', '', '', '', '0', '717', '0'], ['HGG8', '3.1520', '3.1315', '3.1520', '3.1520', '3.1520', '5', '1630', '0'], ['HGH8', '3.1740', '3.1375', '3.1350', '3.1830', '3.1350', '1124', '47460', '0'], ['HGJ8', '3.1625', '3.1435', '3.1625', '3.1625', '3.1625', '10', '1699', '0'], ['HGK8', '3.1790', '3.1480', '3.1515', '3.1850', '3.1515', '277', '13916', '0'], ['HGM8', '3.1715', '3.1535', '3.1715', '3.1715', '3.1715', '8', '2102', '0'], ['HGN8', '', '3.1570', '', '', '', '2', '5585', '0'], ['HGQ8', '', '3.1620', '', '', '', '0', '1527', '0'], ['HGU8', '3.1890', '3.1640', '3.1860', '3.1890', '3.1860', '4', '2819', '0'], ['HGV8', '', '3.1670', '', '', '', '0', '1478', '0'], ['HGX8', '', '3.1690', '', '', '', '0', '1482', '0'], ['HGZ8', '3.1800', '3.1700', '3.1800', '3.1800', '3.1800', '4', '4706', '0'], ['HGF9', '3.1830', '3.1705', '3.1630', '3.1830', '3.1630', '3', '215', '0'], ['HGG9', '', '3.1730', '', '', '', '0', '3', '0'], ['HGH9', '', '3.1750', '', '', '', '0', '255', '0'], ['HGJ9', '', '3.1765', '', '', '', '0', '2', '0'], ['HGK9', '', '3.1775', '', '', '', '0', '3', '0'], ['HGM9', '', '3.1800', '', '', '', '0', '1', '0'], ['HGN9', '', '3.1805', '', '', '', '0', '', ''], ['HGQ9', '', '3.1810', '', '', '', '0', '', ''], ['HGU9', '', '3.1815', '', '', '', '0', '', ''], ['HGZ9', '', '3.1825', '', '', '', '0', '3', '0'], ['HGH0', '', '3.1835', '', '', '', '0', '', ''], ['HGK0', '', '3.1840', '', '', '', '0', '', ''], ['HGN0', '', '3.1845', '', '', '', '0', '', ''], ['HGU0', '', '3.1850', '', '', '', '0', '', ''], ['HGZ0', '', '3.1855', '', '', '', '0', '1', '0'], ['HGH1', '', '3.1860', '', '', '', '0', '1', '0'], ['HGK1', '', '3.1865', '', '', '', '0', '', ''], ['HGN1', '', '3.1870', '', '', '', '0', '', ''], ['HGU1', '', '3.1875', '', '', '', '0', '', ''], ['HGZ1', '', '3.1880', '', '', '', '0', '', ''], ['HGH2', '', '3.1885', '', '', '', '0', '', ''], ['HGK2', '', '3.1890', '', '', '', '0', '', ''], ['HGN2', '', '3.1895', '', '', '', '0', '', ''], ['HGU2', '', '', '', '', '', '0', '', '']]
2017-09-05 13:45 Tue // ['329147', '82712', '25'] // ['HGZ7', '3.1260', '3.1180', '3.1225', '3.1785', '3.1130', '145828', '224606', '0'] // [['HGU7', '3.1045', '3.0980', '3.0985', '3.1580', '3.0930', '1130', '6363', '0'], ['HGV7', '3.1145', '3.1070', '3.1290', '3.1670', '3.1065', '661', '9914', '25'], ['HGX7', '3.1185', '3.1135', '3.1370', '3.1615', '3.1185', '62', '2670', '0'], ['HGZ7', '3.1260', '3.1180', '3.1225', '3.1785', '3.1130', '145828', '224606', '0'], ['HGF8', '3.1335', '3.1245', '3.1335', '3.1335', '3.1335', '1', '717', '0'], ['HGG8', '3.1805', '3.1315', '3.1520', '3.1805', '3.1520', '9', '1630', '0'], ['HGH8', '3.1425', '3.1375', '3.1350', '3.1975', '3.1350', '5344', '47449', '0'], ['HGJ8', '3.1625', '3.1435', '3.1625', '3.1625', '3.1625', '10', '1699', '0'], ['HGK8', '3.1570', '3.1480', '3.1515', '3.2030', '3.1465', '1466', '13916', '0'], ['HGM8', '3.2080', '3.1535', '3.1715', '3.2080', '3.1715', '13', '2102', '0'], ['HGN8', '3.1625', '3.1570', '3.2090', '3.2120', '3.1625', '355', '5585', '0'], ['HGQ8', '', '3.1620', '', '', '', '0', '1527', '0'], ['HGU8', '3.1890', '3.1640', '3.1860', '3.1890', '3.1860', '18', '2819', '0'], ['HGV8', '', '3.1670', '', '', '', '0', '1478', '0'], ['HGX8', '', '3.1690', '', '', '', '0', '1482', '0'], ['HGZ8', '3.2160', '3.1700', '3.1800', '3.2235', '3.1800', '58', '4706', '0'], ['HGF9', '3.1830', '3.1705', '3.1630', '3.1830', '3.1630', '34', '215', '0'], ['HGG9', '', '3.1730', '', '', '', '0', '3', '0'], ['HGH9', '', '3.1750', '', '', '', '0', '255', '0'], ['HGJ9', '', '3.1765', '', '', '', '0', '2', '0'], ['HGK9', '', '3.1775', '', '', '', '0', '3', '0'], ['HGM9', '', '3.1800', '', '', '', '0', '1', '0'], ['HGN9', '', '3.1805', '', '', '', '0', '', ''], ['HGQ9', '', '3.1810', '', '', '', '0', '', ''], ['HGU9', '', '3.1815', '', '', '', '0', '', ''], ['HGZ9', '', '3.1825', '', '', '', '0', '3', '0'], ['HGH0', '', '3.1835', '', '', '', '0', '', ''], ['HGK0', '', '3.1840', '', '', '', '0', '', ''], ['HGN0', '', '3.1845', '', '', '', '0', '', ''], ['HGU0', '', '3.1850', '', '', '', '0', '', ''], ['HGZ0', '', '3.1855', '', '', '', '0', '1', '0'], ['HGH1', '', '3.1860', '', '', '', '0', '1', '0'], ['HGK1', '', '3.1865', '', '', '', '0', '', ''], ['HGN1', '', '3.1870', '', '', '', '0', '', ''], ['HGU1', '', '3.1875', '', '', '', '0', '', ''], ['HGZ1', '', '3.1880', '', '', '', '0', '', ''], ['HGH2', '', '3.1885', '', '', '', '0', '', ''], ['HGK2', '', '3.1890', '', '', '', '0', '', ''], ['HGN2', '', '3.1895', '', '', '', '0', '', ''], ['HGU2', '', '', '', '', '', '0', '', '']]
2017-09-06 13:45 Wed // ['330702', '160080', '37'] // ['HGZ7', '3.1510', '3.1280', '3.1300', '3.1560', '3.1250', '79051', '224853', '0'] // [['HGU7', '3.1305', '3.1075', '3.1075', '3.1315', '3.1075', '370', '5743', '0'], ['HGV7', '3.1400', '3.1170', '3.1220', '3.1405', '3.1200', '231', '9954', '37'], ['HGX7', '3.1400', '3.1230', '3.1300', '3.1450', '3.1250', '54', '2671', '0'], ['HGZ7', '3.1510', '3.1280', '3.1300', '3.1560', '3.1250', '79051', '224853', '0'], ['HGF8', '3.1470', '3.1345', '3.1455', '3.1470', '3.1455', '135', '720', '0'], ['HGG8', '3.1480', '3.1410', '3.1475', '3.1590', '3.1475', '17', '1632', '0'], ['HGH8', '3.1705', '3.1470', '3.1475', '3.1745', '3.1475', '2939', '48930', '0'], ['HGJ8', '3.1615', '3.1525', '3.1655', '3.1655', '3.1615', '5', '1699', '0'], ['HGK8', '3.1825', '3.1565', '3.1660', '3.1825', '3.1615', '845', '14110', '0'], ['HGM8', '3.1745', '3.1615', '3.1755', '3.1755', '3.1745', '5', '2102', '0'], ['HGN8', '3.1890', '3.1645', '3.1770', '3.1890', '3.1710', '455', '5753', '0'], ['HGQ8', '', '3.1690', '', '', '', '5', '1527', '0'], ['HGU8', '3.1790', '3.1710', '3.1815', '3.1815', '3.1790', '281', '2826', '0'], ['HGV8', '', '3.1735', '', '', '', '3', '1478', '0'], ['HGX8', '', '3.1755', '', '', '', '0', '1482', '0'], ['HGZ8', '3.2020', '3.1765', '3.1805', '3.2020', '3.1800', '276', '4707', '0'], ['HGF9', '', '3.1770', '', '', '', '4', '246', '0'], ['HGG9', '', '3.1795', '', '', '', '0', '3', '0'], ['HGH9', '', '3.1815', '', '', '', '0', '255', '0'], ['HGJ9', '', '3.1830', '', '', '', '0', '2', '0'], ['HGK9', '', '3.1840', '', '', '', '0', '3', '0'], ['HGM9', '', '3.1865', '', '', '', '0', '1', '0'], ['HGN9', '', '3.1870', '', '', '', '0', '', ''], ['HGQ9', '', '3.1875', '', '', '', '0', '', ''], ['HGU9', '', '3.1880', '', '', '', '0', '', ''], ['HGZ9', '', '3.1890', '', '', '', '0', '3', '0'], ['HGH0', '', '3.1900', '', '', '', '0', '', ''], ['HGK0', '', '3.1905', '', '', '', '0', '', ''], ['HGN0', '', '3.1910', '', '', '', '0', '', ''], ['HGU0', '', '3.1915', '', '', '', '0', '', ''], ['HGZ0', '', '3.1920', '', '', '', '0', '1', '0'], ['HGH1', '', '3.1925', '', '', '', '0', '1', '0'], ['HGK1', '', '3.1930', '', '', '', '0', '', ''], ['HGN1', '', '3.1935', '', '', '', '0', '', ''], ['HGU1', '', '3.1940', '', '', '', '0', '', ''], ['HGZ1', '', '3.1945', '', '', '', '0', '', ''], ['HGH2', '', '3.1950', '', '', '', '0', '', ''], ['HGK2', '', '3.1955', '', '', '', '0', '', ''], ['HGN2', '', '3.1960', '', '', '', '0', '', ''], ['HGU2', '', '', '', '', '', '0', '', '']]
2017-09-07 13:45 Thu // ['329746', '92297', '496'] // ['HGZ7', '3.1430', '3.1515', '3.1585', '3.1600', '3.1115', '90908', '223790', '22'] // [['HGU7', '3.1235', '3.1315', '3.1360', '3.1360', '3.0950', '1022', '5267', '0'], ['HGV7', '3.1315', '3.1405', '3.1380', '3.1380', '3.1000', '332', '9469', '34'], ['HGX7', '3.1380', '3.1465', '3.1490', '3.1490', '3.1150', '69', '2686', '0'], ['HGZ7', '3.1430', '3.1515', '3.1585', '3.1600', '3.1115', '90908', '223790', '22'], ['HGF8', '3.1420', '3.1585', '3.1415', '3.1425', '3.1415', '96', '820', '0'], ['HGG8', '3.1445', '3.1650', '3.1445', '3.1445', '3.1445', '2', '1642', '0'], ['HGH8', '3.1630', '3.1710', '3.1775', '3.1775', '3.1310', '4574', '49366', '330'], ['HGJ8', '', '3.1770', '', '', '', '0', '1704', '0'], ['HGK8', '3.1740', '3.1815', '3.1665', '3.1745', '3.1550', '1369', '14325', '0'], ['HGM8', '3.1695', '3.1870', '3.1695', '3.1695', '3.1695', '2', '2107', '0'], ['HGN8', '3.1820', '3.1900', '3.1945', '3.1945', '3.1705', '1194', '5843', '0'], ['HGQ8', '', '3.1950', '', '', '', '0', '1532', '0'], ['HGU8', '3.1925', '3.1975', '3.1925', '3.1925', '3.1925', '334', '2877', '0'], ['HGV8', '', '3.2005', '', '', '', '0', '1481', '0'], ['HGX8', '', '3.2025', '', '', '', '0', '1482', '0'], ['HGZ8', '3.1970', '3.2035', '3.1805', '3.1970', '3.1680', '477', '4836', '110'], ['HGF9', '', '3.2040', '', '', '', '0', '250', '0'], ['HGG9', '', '3.2065', '', '', '', '0', '3', '0'], ['HGH9', '', '3.2085', '', '', '', '0', '255', '0'], ['HGJ9', '', '3.2100', '', '', '', '0', '2', '0'], ['HGK9', '', '3.2110', '', '', '', '0', '3', '0'], ['HGM9', '', '3.2135', '', '', '', '0', '1', '0'], ['HGN9', '', '3.2140', '', '', '', '0', '', ''], ['HGQ9', '', '3.2145', '', '', '', '0', '', ''], ['HGU9', '', '3.2150', '', '', '', '0', '', ''], ['HGZ9', '', '3.2160', '', '', '', '0', '3', '0'], ['HGH0', '', '3.2170', '', '', '', '0', '', ''], ['HGK0', '', '3.2175', '', '', '', '0', '', ''], ['HGN0', '', '3.2180', '', '', '', '0', '', ''], ['HGU0', '', '3.2185', '', '', '', '0', '', ''], ['HGZ0', '', '3.2190', '', '', '', '0', '1', '0'], ['HGH1', '', '3.2195', '', '', '', '0', '1', '0'], ['HGK1', '', '3.2200', '', '', '', '0', '', ''], ['HGN1', '', '3.2205', '', '', '', '0', '', ''], ['HGU1', '', '3.2210', '', '', '', '0', '', ''], ['HGZ1', '', '3.2215', '', '', '', '0', '', ''], ['HGH2', '', '3.2220', '', '', '', '0', '', ''], ['HGK2', '', '3.2225', '', '', '', '0', '', ''], ['HGN2', '', '3.2230', '', '', '', '0', '', ''], ['HGU2', '', '', '', '', '', '0', '', '']]
2017-09-08 13:45 Fri // ['326594', '109281', '2245'] // ['HGZ7', '3.0400', '3.1435', '3.1480', '3.1635', '3.0340', '143209', '219998', '440'] // [['HGU7', '3.0205', '3.1230', '3.1275', '3.1380', '3.0195', '1238', '4621', '0'], ['HGV7', '3.0280', '3.1320', '3.1365', '3.1505', '3.0250', '530', '9741', '472'], ['HGX7', '3.0355', '3.1385', '3.1140', '3.1140', '3.0300', '274', '2230', '440'], ['HGZ7', '3.0400', '3.1435', '3.1480', '3.1635', '3.0340', '143209', '219998', '440'], ['HGF8', '3.0485', '3.1505', '3.1565', '3.1565', '3.0480', '352', '863', '0'], ['HGG8', '3.0545', '3.1570', '3.1080', '3.1080', '3.0545', '14', '1646', '0'], ['HGH8', '3.0605', '3.1630', '3.1675', '3.1825', '3.0540', '4486', '49820', '0'], ['HGJ8', '', '3.1695', '', '', '', '20', '1705', '0'], ['HGK8', '3.0730', '3.1740', '3.1815', '3.1815', '3.0670', '2510', '14492', '11'], ['HGM8', '', '3.1795', '', '', '', '0', '2109', '0'], ['HGN8', '3.0805', '3.1830', '3.1270', '3.1270', '3.0805', '1133', '6347', '882'], ['HGQ8', '3.0875', '3.1880', '3.1335', '3.1335', '3.0875', '4', '1532', '0'], ['HGU8', '3.0895', '3.1910', '3.2000', '3.2000', '3.0895', '487', '3018', '0'], ['HGV8', '', '3.1945', '', '', '', '0', '1481', '0'], ['HGX8', '3.0955', '3.1965', '3.1440', '3.1440', '3.0955', '3', '1482', '0'], ['HGZ8', '3.1075', '3.1975', '3.1105', '3.1105', '3.1045', '250', '4990', '0'], ['HGF9', '', '3.1980', '', '', '', '1', '250', '0'], ['HGG9', '', '3.2005', '', '', '', '0', '3', '0'], ['HGH9', '', '3.2025', '', '', '', '2', '255', '0'], ['HGJ9', '', '3.2040', '', '', '', '0', '2', '0'], ['HGK9', '', '3.2050', '', '', '', '2', '3', '0'], ['HGM9', '', '3.2075', '', '', '', '0', '1', '0'], ['HGN9', '', '3.2080', '', '', '', '2', '', ''], ['HGQ9', '', '3.2085', '', '', '', '0', '', ''], ['HGU9', '', '3.2090', '', '', '', '2', '', ''], ['HGZ9', '3.1000', '3.2100', '3.1000', '3.1000', '3.1000', '2', '3', '0'], ['HGH0', '', '3.2110', '', '', '', '0', '', ''], ['HGK0', '', '3.2115', '', '', '', '0', '', ''], ['HGN0', '', '3.2120', '', '', '', '0', '', ''], ['HGU0', '', '3.2125', '', '', '', '0', '', ''], ['HGZ0', '', '3.2130', '', '', '', '0', '1', '0'], ['HGH1', '', '3.2135', '', '', '', '0', '1', '0'], ['HGK1', '', '3.2140', '', '', '', '0', '', ''], ['HGN1', '', '3.2145', '', '', '', '0', '', ''], ['HGU1', '', '3.2150', '', '', '', '0', '', ''], ['HGZ1', '', '3.2155', '', '', '', '0', '', ''], ['HGH2', '', '3.2160', '', '', '', '0', '', ''], ['HGK2', '', '3.2165', '', '', '', '0', '', ''], ['HGN2', '', '3.2170', '', '', '', '0', '', ''], ['HGU2', '', '', '', '', '', '0', '', '']]
