('2017-08-29 16:30 Tue', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.183, 0.185, 0.21, 0.153, 0.168, 0.199, 0.247, 0.427, 0.578, 0.663, 0.776, 0.911, 1.006, 1.388, 1.654, 1.678, 1.668, 1.56, 1.519])
('2017-08-30 16:30 Wed', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.183, 0.209, 0.209, 0.149, 0.177, 0.212, 0.258, 0.438, 0.588, 0.678, 0.795, 0.936, 1.031, 1.413, 1.679, 1.705, 1.7, 1.582, 1.538])
('2017-08-31 16:30 Thu', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.19, 0.207, 0.206, 0.108, 0.174, 0.2, 0.254, 0.438, 0.591, 0.68, 0.796, 0.933, 1.032, 1.411, 1.677, 1.703, 1.696, 1.577, 1.531])
('2017-09-01 16:30 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.183, 0.206, 0.205, 0.152, 0.185, 0.211, 0.264, 0.453, 0.607, 0.701, 0.821, 0.959, 1.061, 1.436, 1.7, 1.728, 1.719, 1.6, 1.556])
('2017-09-04 16:30 Mon', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.191, 0.204, 0.2, 0.164, 0.193, 0.212, 0.268, 0.454, 0.606, 0.702, 0.823, 0.952, 1.056, 1.441, 1.71, 1.734, 1.731, 1.615, 1.567])
('2017-09-05 16:30 Tue', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.176, 0.215, 0.21, 0.159, 0.18, 0.188, 0.238, 0.416, 0.567, 0.656, 0.772, 0.905, 1.01, 1.382, 1.661, 1.674, 1.678, 1.553, 1.506])
('2017-09-06 16:30 Wed', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.183, 0.218, 0.205, 0.149, 0.174, 0.196, 0.233, 0.414, 0.572, 0.663, 0.78, 0.919, 1.013, 1.381, 1.653, 1.68, 1.669, 1.558, 1.503])
('2017-09-07 16:30 Thu', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.175, 0.22, 0.204, 0.133, 0.158, 0.185, 0.224, 0.392, 0.543, 0.629, 0.748, 0.884, 0.975, 1.346, 1.617, 1.641, 1.638, 1.518, 1.469])
('2017-09-08 16:30 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.183, 0.222, 0.201, 0.155, 0.177, 0.212, 0.249, 0.419, 0.567, 0.654, 0.767, 0.905, 0.997, 1.358, 1.623, 1.654, 1.647, 1.53, 1.48])
('2017-09-11 17:11 Mon', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.174, 0.222, 0.198, 0.178, 0.215, 0.259, 0.298, 0.467, 0.616, 0.701, 0.814, 0.95, 1.04, 1.401, 1.675, 1.691, 1.695, 1.572, 1.517])
('2017-09-12 16:30 Tue', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.176, 0.215, 0.216, 0.231, 0.278, 0.324, 0.377, 0.555, 0.699, 0.793, 0.911, 1.045, 1.136, 1.5, 1.77, 1.79, 1.79, 1.668, 1.613])
('2017-09-13 16:30 Wed', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.183, 0.222, 0.225, 0.237, 0.288, 0.335, 0.386, 0.556, 0.702, 0.799, 0.924, 1.057, 1.143, 1.504, 1.775, 1.796, 1.797, 1.677, 1.62])
('2017-09-14 16:30 Thu', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.175, 0.228, 0.233, 0.248, 0.379, 0.439, 0.491, 0.658, 0.806, 0.897, 1.021, 1.152, 1.233, 1.576, 1.842, 1.871, 1.864, 1.762, 1.691])
('2017-09-15 16:30 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.183, 0.231, 0.244, 0.355, 0.415, 0.496, 0.554, 0.734, 0.887, 0.98, 1.097, 1.222, 1.309, 1.63, 1.895, 1.908, 1.905, 1.786, 1.731])
('2017-09-18 16:40 Mon', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.191, 0.226, 0.24, 0.37, 0.429, 0.5, 0.548, 0.733, 0.884, 0.974, 1.088, 1.213, 1.307, 1.633, 1.892, 1.905, 1.903, 1.786, 1.731])
('2017-09-19 16:30 Tue', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.176, 0.231, 0.236, 0.354, 0.419, 0.503, 0.561, 0.751, 0.903, 1.001, 1.12, 1.246, 1.332, 1.664, 1.929, 1.941, 1.932, 1.819, 1.762])
('2017-09-20 16:30 Wed', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.169, 0.23, 0.231, 0.393, 0.454, 0.522, 0.58, 0.762, 0.914, 1.01, 1.125, 1.255, 1.35, 1.668, 1.932, 1.937, 1.928, 1.817, 1.755])
('2017-09-21 16:30 Thu', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.161, 0.224, 0.233, 0.389, 0.454, 0.529, 0.59, 0.776, 0.924, 1.02, 1.139, 1.271, 1.373, 1.685, 1.935, 1.943, 1.937, 1.81, 1.758])
('2017-09-22 16:54 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.167, 0.231, 0.298, 0.4, 0.456, 0.525, 0.591, 0.776, 0.92, 1.015, 1.131, 1.26, 1.364, 1.677, 1.933, 1.938, 1.929, 1.809, 1.751])
