('2017-09-12 16:30 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.756, -0.741, -0.795, -0.739, -0.754, -0.737, -0.671, -0.529, -0.329, -0.209, -0.08, 0.066, 0.236, 0.393, 0.612, 0.909, 1.213])
('2017-09-13 16:30 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.751, -0.736, -0.793, -0.718, -0.747, -0.729, -0.665, -0.524, -0.325, -0.206, -0.07, 0.077, 0.25, 0.405, 0.62, 0.914, 1.21])
('2017-09-14 16:30 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.749, -0.759, -0.801, -0.713, -0.753, -0.733, -0.665, -0.518, -0.312, -0.194, -0.062, 0.085, 0.258, 0.412, 0.629, 0.923, 1.221])
('2017-09-15 16:30 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.734, -0.734, -0.808, -0.702, -0.705, -0.7, -0.632, -0.486, -0.283, -0.166, -0.036, 0.107, 0.278, 0.431, 0.643, 0.929, 1.223])
('2017-09-18 16:40 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.735, -0.735, -0.809, -0.705, -0.731, -0.688, -0.621, -0.473, -0.267, -0.15, -0.017, 0.128, 0.3, 0.452, 0.666, 0.956, 1.254])
('2017-09-19 16:30 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.728, -0.73, -0.832, -0.707, -0.689, -0.689, -0.624, -0.477, -0.275, -0.155, -0.017, 0.128, 0.3, 0.453, 0.665, 0.955, 1.253])
('2017-09-20 16:30 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.738, -0.736, -0.822, -0.683, -0.691, -0.677, -0.61, -0.477, -0.262, -0.162, -0.015, 0.125, 0.295, 0.448, 0.655, 0.944, 1.234])
('2017-09-21 16:30 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.743, -0.741, -0.825, -0.691, -0.707, -0.682, -0.615, -0.463, -0.252, -0.14, -0.005, 0.136, 0.305, 0.459, 0.664, 0.954, 1.243])
('2017-09-22 16:54 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.734, -0.731, -0.822, -0.679, -0.688, -0.689, -0.621, -0.467, -0.256, -0.145, -0.012, 0.128, 0.296, 0.449, 0.657, 0.946, 1.234])
('2017-09-25 16:13 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.761, -0.742, -0.822, -0.739, -0.752, -0.706, -0.661, -0.515, -0.306, -0.199, -0.062, 0.074, 0.245, 0.399, 0.605, 0.905, 1.192])
('2017-09-27 16:15 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.77, -0.774, -0.842, -0.707, -0.744, -0.696, -0.625, -0.474, -0.265, -0.145, -0.008, 0.138, 0.313, 0.467, 0.679, 0.976, 1.264])
('2017-09-28 16:15 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.77, -0.771, -0.84, -0.724, -0.742, -0.701, -0.632, -0.478, -0.275, -0.145, -0.007, 0.14, 0.316, 0.474, 0.688, 0.986, 1.275])
('2017-09-29 16:15 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.777, -0.73, -0.846, -0.709, -0.736, -0.691, -0.624, -0.472, -0.263, -0.147, -0.008, 0.137, 0.311, 0.468, 0.673, 0.967, 1.248])
('2017-10-02 16:15 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.761, -0.752, -0.847, -0.715, -0.748, -0.708, -0.641, -0.489, -0.279, -0.158, -0.02, 0.127, 0.302, 0.461, 0.666, 0.959, 1.24])
('2017-10-03 16:15 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.761, -0.771, -0.846, -0.712, -0.723, -0.706, -0.642, -0.488, -0.277, -0.156, -0.017, 0.129, 0.303, 0.462, 0.671, 0.971, 1.253])
('2017-10-04 16:15 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.746, -0.777, -0.847, -0.721, -0.719, -0.709, -0.638, -0.488, -0.28, -0.161, -0.024, 0.119, 0.291, 0.451, 0.661, 0.957, 1.238])
('2017-10-05 16:15 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.8, -0.743, -0.849, -0.7, -0.734, -0.708, -0.63, -0.479, -0.274, -0.157, -0.022, 0.119, 0.29, 0.45, 0.658, 0.956, 1.235])
('2017-10-06 16:15 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.715, -0.824, -0.849, -0.705, -0.74, -0.696, -0.625, -0.471, -0.262, -0.145, -0.007, 0.134, 0.307, 0.465, 0.677, 0.97, 1.249])
