('2017-08-29 16:30 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.682, -0.725, -0.78, -0.701, -0.733, -0.742, -0.685, -0.567, -0.355, -0.253, -0.115, 0.031, 0.198, 0.349, 0.528, 0.812, 1.103])
('2017-08-30 16:30 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.68, -0.719, -0.751, -0.705, -0.74, -0.751, -0.685, -0.563, -0.34, -0.244, -0.106, 0.037, 0.204, 0.356, 0.535, 0.824, 1.116])
('2017-08-31 16:30 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.67, -0.726, -0.761, -0.736, -0.752, -0.702, -0.677, -0.537, -0.344, -0.246, -0.108, 0.034, 0.201, 0.356, 0.533, 0.821, 1.114])
('2017-09-01 16:30 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.744, -0.749, -0.755, -0.731, -0.717, -0.734, -0.669, -0.526, -0.333, -0.23, -0.087, 0.06, 0.232, 0.385, 0.579, 0.874, 1.167])
('2017-09-04 16:30 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.735, -0.74, -0.767, -0.73, -0.748, -0.739, -0.686, -0.541, -0.348, -0.25, -0.105, 0.048, 0.214, 0.367, 0.581, 0.861, 1.165])
('2017-09-05 16:30 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.731, -0.7, -0.787, -0.775, -0.76, -0.77, -0.722, -0.575, -0.381, -0.277, -0.144, 0.013, 0.171, 0.327, 0.526, 0.811, 1.115])
('2017-09-06 16:30 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.742, -0.741, -0.788, -0.732, -0.742, -0.728, -0.673, -0.535, -0.345, -0.238, -0.106, 0.04, 0.203, 0.356, 0.555, 0.838, 1.114])
('2017-09-07 16:30 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.734, -0.745, -0.794, -0.77, -0.778, -0.77, -0.721, -0.587, -0.386, -0.285, -0.16, -0.014, 0.148, 0.301, 0.505, 0.793, 1.087])
('2017-09-08 16:30 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.741, -0.74, -0.795, -0.723, -0.784, -0.757, -0.706, -0.575, -0.378, -0.276, -0.147, -0.008, 0.155, 0.309, 0.522, 0.812, 1.106])
('2017-09-11 17:11 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.729, -0.74, -0.765, -0.757, -0.775, -0.757, -0.7, -0.566, -0.371, -0.262, -0.129, 0.013, 0.181, 0.335, 0.547, 0.838, 1.132])
