('2017-08-29 16:30 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.651, -0.624, -0.629, -0.578, -0.57, -0.591, -0.51, -0.375, -0.204, -0.053, 0.105, 0.326, 0.501, 0.658, 1.048, 1.355, 1.746, 1.87])
('2017-08-30 16:30 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.661, -0.62, -0.632, -0.58, -0.563, -0.597, -0.511, -0.367, -0.198, -0.049, 0.11, 0.325, 0.511, 0.675, 1.051, 1.368, 1.763, 1.89])
('2017-08-31 16:30 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.66, -0.621, -0.634, -0.578, -0.564, -0.601, -0.517, -0.376, -0.213, -0.067, 0.091, 0.302, 0.493, 0.658, 1.042, 1.359, 1.746, 1.873])
('2017-09-01 16:30 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.648, -0.619, -0.631, -0.58, -0.566, -0.6, -0.509, -0.381, -0.213, -0.052, 0.111, 0.328, 0.515, 0.684, 1.094, 1.408, 1.781, 1.923])
('2017-09-04 16:30 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.62, -0.615, -0.605, -0.583, -0.565, -0.596, -0.525, -0.392, -0.219, -0.064, 0.099, 0.317, 0.511, 0.68, 1.079, 1.408, 1.796, 1.927])
('2017-09-05 16:30 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.64, -0.605, -0.597, -0.584, -0.575, -0.645, -0.562, -0.411, -0.253, -0.093, 0.061, 0.266, 0.475, 0.647, 1.033, 1.371, 1.747, 1.885])
('2017-09-06 16:30 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.654, -0.608, -0.595, -0.553, -0.568, -0.608, -0.515, -0.39, -0.219, -0.064, 0.088, 0.314, 0.493, 0.668, 1.074, 1.389, 1.765, 1.908])
('2017-09-07 16:30 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.647, -0.613, -0.601, -0.554, -0.57, -0.642, -0.558, -0.423, -0.258, -0.118, 0.038, 0.251, 0.464, 0.617, 1.018, 1.358, 1.739, 1.876])
('2017-09-08 16:30 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.661, -0.617, -0.602, -0.556, -0.571, -0.624, -0.54, -0.42, -0.252, -0.109, 0.047, 0.257, 0.458, 0.625, 1.023, 1.36, 1.763, 1.897])
('2017-09-11 17:11 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.658, -0.609, -0.62, -0.55, -0.572, -0.614, -0.537, -0.413, -0.243, -0.096, 0.058, 0.273, 0.471, 0.635, 1.038, 1.376, 1.771, 1.91])
('2017-09-12 16:30 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.65, -0.605, -0.621, -0.549, -0.571, -0.607, -0.512, -0.378, -0.195, -0.046, 0.11, 0.322, 0.53, 0.696, 1.095, 1.443, 1.843, 1.995])
('2017-09-13 16:30 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.647, -0.604, -0.615, -0.548, -0.574, -0.603, -0.505, -0.368, -0.191, -0.043, 0.11, 0.325, 0.521, 0.687, 1.09, 1.424, 1.822, 1.967])
('2017-09-14 16:30 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.647, -0.604, -0.61, -0.551, -0.574, -0.601, -0.502, -0.356, -0.176, -0.034, 0.125, 0.332, 0.53, 0.698, 1.092, 1.434, 1.838, 1.981])
