('2017-08-29 13:45 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.682, -0.725, -0.78, -0.724, -0.732, -0.749, -0.687, -0.572, -0.362, -0.259, -0.124, 0.019, 0.185, 0.332, 0.515, 0.803, 1.097])
('2017-08-30 13:45 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.68, -0.719, -0.751, -0.725, -0.721, -0.749, -0.679, -0.556, -0.339, -0.239, -0.105, 0.039, 0.208, 0.359, 0.54, 0.824, 1.118])
('2017-08-31 13:45 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.67, -0.719, -0.764, -0.718, -0.736, -0.745, -0.683, -0.556, -0.337, -0.238, -0.102, 0.045, 0.212, 0.364, 0.541, 0.83, 1.123])
('2017-09-01 13:45 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.734, -0.747, -0.767, -0.737, -0.752, -0.723, -0.67, -0.526, -0.325, -0.233, -0.091, 0.057, 0.227, 0.381, 0.573, 0.867, 1.164])
('2017-09-04 13:45 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.735, -0.776, -0.767, -0.744, -0.76, -0.734, -0.686, -0.544, -0.348, -0.247, -0.101, 0.046, 0.215, 0.368, 0.572, 0.862, 1.16])
('2017-09-05 13:45 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.731, -0.7, -0.787, -0.756, -0.764, -0.756, -0.697, -0.565, -0.372, -0.265, -0.132, 0.017, 0.184, 0.34, 0.539, 0.825, 1.119])
('2017-09-06 13:45 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.742, -0.741, -0.788, -0.736, -0.738, -0.734, -0.683, -0.553, -0.358, -0.254, -0.121, 0.026, 0.188, 0.343, 0.54, 0.823, 1.111])
('2017-09-07 13:45 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.752, -0.764, -0.794, -0.768, -0.776, -0.758, -0.715, -0.583, -0.391, -0.289, -0.16, -0.014, 0.147, 0.301, 0.507, 0.795, 1.089])
('2017-09-08 13:45 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.741, -0.74, -0.795, -0.76, -0.767, -0.755, -0.707, -0.575, -0.38, -0.276, -0.145, -0.003, 0.165, 0.317, 0.536, 0.817, 1.112])
('2017-09-11 13:45 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.729, -0.74, -0.765, -0.76, -0.775, -0.756, -0.7, -0.567, -0.375, -0.264, -0.133, 0.01, 0.177, 0.333, 0.543, 0.834, 1.129])
('2017-09-12 13:45 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.756, -0.741, -0.795, -0.738, -0.744, -0.723, -0.665, -0.523, -0.325, -0.211, -0.075, 0.074, 0.242, 0.391, 0.61, 0.906, 1.204])
('2017-09-13 13:45 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.751, -0.736, -0.793, -0.726, -0.744, -0.719, -0.658, -0.518, -0.315, -0.199, -0.067, 0.078, 0.252, 0.407, 0.62, 0.913, 1.21])
('2017-09-14 13:45 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.749, -0.759, -0.801, -0.726, -0.731, -0.724, -0.657, -0.511, -0.304, -0.19, -0.056, 0.093, 0.262, 0.417, 0.635, 0.924, 1.222])
('2017-09-15 13:45 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.734, -0.738, -0.808, -0.709, -0.729, -0.693, -0.627, -0.482, -0.271, -0.16, -0.027, 0.118, 0.289, 0.442, 0.653, 0.942, 1.234])
('2017-09-19 13:45 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.728, -0.735, -0.832, -0.719, -0.723, -0.687, -0.62, -0.475, -0.269, -0.154, -0.016, 0.127, 0.298, 0.451, 0.662, 0.954, 1.25])
('2017-09-20 13:45 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.738, -0.736, -0.822, -0.704, -0.732, -0.683, -0.63, -0.482, -0.28, -0.167, -0.029, 0.113, 0.284, 0.437, 0.644, 0.944, 1.23])
('2017-09-21 13:45 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.743, -0.741, -0.825, -0.714, -0.706, -0.684, -0.61, -0.466, -0.258, -0.147, -0.012, 0.128, 0.296, 0.451, 0.657, 0.946, 1.236])
('2017-09-22 13:45 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.734, -0.731, -0.822, -0.711, -0.724, -0.673, -0.615, -0.461, -0.252, -0.142, -0.01, 0.13, 0.296, 0.452, 0.659, 0.949, 1.233])
