('2017-08-29 13:45 Tue', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.989, 1.032, 1.129, 1.228, 1.318, 1.424, 1.695, 1.936, 2.119, 2.728])
('2017-08-30 13:45 Wed', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.956, 1.032, 1.124, 1.23, 1.333, 1.44, 1.718, 1.964, 2.138, 2.741])
('2017-08-31 13:45 Thu', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.951, 0.999, 1.091, 1.225, 1.334, 1.435, 1.718, 1.961, 2.134, 2.735])
('2017-09-01 13:45 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.951, 1.019, 1.098, 1.23, 1.342, 1.456, 1.733, 1.983, 2.154, 2.764])
('2017-09-04 13:45 Mon', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.951, 1.019, 1.093, 1.232, 1.346, 1.462, 1.74, 1.993, 2.166, 2.775])
('2017-09-05 13:45 Tue', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.954, 1.001, 1.093, 1.217, 1.302, 1.405, 1.664, 1.913, 2.089, 2.708])
('2017-09-06 13:45 Wed', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [1.083, 1.06, 1.157, 1.227, 1.294, 1.391, 1.648, 1.894, 2.065, 2.68])
('2017-09-07 13:45 Thu', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [1.025, 1.05, 1.145, 1.212, 1.266, 1.366, 1.623, 1.865, 2.039, 2.656])
('2017-09-08 13:45 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.969, 1.05, 1.147, 1.212, 1.278, 1.391, 1.65, 1.892, 2.065, 2.684])
('2017-09-11 13:45 Mon', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.977, 1.055, 1.165, 1.23, 1.307, 1.415, 1.691, 1.938, 2.113, 2.731])
('2017-09-12 13:45 Tue', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.961, 1.05, 1.16, 1.248, 1.335, 1.469, 1.745, 1.993, 2.171, 2.775])
('2017-09-13 13:45 Wed', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.992, 1.047, 1.17, 1.274, 1.351, 1.482, 1.765, 2.003, 2.183, 2.782])
('2017-09-14 13:45 Thu', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.989, 1.055, 1.173, 1.29, 1.372, 1.509, 1.79, 2.015, 2.197, 2.784])
('2017-09-15 13:45 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.974, 1.039, 1.173, 1.295, 1.38, 1.523, 1.804, 2.035, 2.206, 2.775])
('2017-09-19 13:45 Tue', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.928, 1.047, 1.191, 1.3, 1.397, 1.542, 1.831, 2.069, 2.238, 2.809])
('2017-09-20 13:45 Wed', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.984, 1.042, 1.181, 1.284, 1.397, 1.536, 1.826, 2.063, 2.238, 2.808])
('2017-09-21 13:45 Thu', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.987, 1.042, 1.188, 1.305, 1.434, 1.582, 1.868, 2.091, 2.257, 2.795])
('2017-09-22 13:45 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.969, 1.034, 1.186, 1.3, 1.439, 1.586, 1.87, 2.096, 2.259, 2.796])
('2017-09-25 13:45 Mon', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.961, 1.024, 1.191, 1.3, 1.419, 1.551, 1.831, 2.052, 2.216, 2.755])
('2017-09-27 13:45 Wed', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.982, 1.065, 1.198, 1.31, 1.471, 1.594, 1.895, 2.126, 2.291, 2.842])
('2017-09-28 13:45 Thu', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.974, 1.062, 1.193, 1.305, 1.471, 1.597, 1.92, 2.151, 2.334, 2.89])
('2017-09-29 13:45 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.956, 1.062, 1.193, 1.302, 1.475, 1.603, 1.918, 2.154, 2.323, 2.868])
