('2017-08-29 13:45 Tue', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.19, -0.152, -0.138, -0.148, -0.142, -0.139, -0.14, -0.113, -0.098, -0.062, -0.023, 0.003, 0.252, 0.545, 0.828, 1.041])
('2017-08-30 13:45 Wed', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.19, -0.152, -0.132, -0.11, -0.137, -0.136, -0.136, -0.106, -0.087, -0.053, -0.018, 0.005, 0.252, 0.543, 0.828, 1.038])
('2017-08-31 13:45 Thu', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.215, -0.157, -0.142, -0.167, -0.147, -0.146, -0.142, -0.111, -0.089, -0.053, -0.012, 0.007, 0.247, 0.54, 0.823, 1.037])
('2017-09-01 13:45 Fri', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.227, -0.157, -0.143, -0.167, -0.152, -0.149, -0.145, -0.117, -0.097, -0.062, -0.023, 0.001, 0.24, 0.535, 0.824, 1.037])
('2017-09-04 13:45 Mon', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.22, -0.157, -0.145, -0.157, -0.147, -0.146, -0.142, -0.119, -0.092, -0.062, -0.03, -0.003, 0.233, 0.523, 0.812, 1.026])
('2017-09-05 13:45 Tue', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.212, -0.157, -0.143, -0.147, -0.141, -0.139, -0.134, -0.112, -0.097, -0.062, -0.023, 0.019, 0.233, 0.525, 0.802, 1.018])
('2017-09-06 13:45 Wed', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.2, -0.157, -0.143, -0.15, -0.141, -0.139, -0.135, -0.113, -0.097, -0.062, -0.028, 0.014, 0.235, 0.526, 0.809, 1.021])
('2017-09-07 13:45 Thu', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.19, -0.185, -0.148, -0.155, -0.147, -0.139, -0.14, -0.112, -0.098, -0.063, -0.02, 0.019, 0.247, 0.545, 0.836, 1.037])
('2017-09-08 13:45 Fri', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.16, -0.16, -0.153, -0.157, -0.152, -0.149, -0.155, -0.127, -0.117, -0.089, -0.048, -0.006, 0.23, 0.526, 0.812, 1.017])
('2017-09-11 13:45 Mon', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.14, -0.16, -0.148, -0.15, -0.142, -0.139, -0.139, -0.117, -0.102, -0.078, -0.039, -0.001, 0.242, 0.531, 0.811, 1.017])
('2017-09-12 13:45 Tue', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.14, -0.16, -0.143, -0.135, -0.127, -0.119, -0.107, -0.097, -0.083, -0.058, -0.017, 0.018, 0.257, 0.547, 0.826, 1.032])
('2017-09-13 13:45 Wed', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.13, -0.16, -0.143, -0.146, -0.131, -0.12, -0.114, -0.092, -0.082, -0.052, -0.013, 0.023, 0.26, 0.551, 0.836, 1.042])
('2017-09-14 13:45 Thu', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.098, -0.155, -0.132, -0.136, -0.123, -0.111, -0.101, -0.076, -0.064, -0.038, 0.003, 0.04, 0.278, 0.569, 0.848, 1.055])
('2017-09-15 13:45 Fri', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.12, -0.13, -0.14, -0.139, -0.137, -0.124, -0.119, -0.093, -0.072, -0.052, -0.015, 0.018, 0.262, 0.55, 0.831, 1.037])
('2017-09-19 13:45 Tue', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.109, -0.125, -0.14, -0.135, -0.126, -0.115, -0.109, -0.077, -0.062, -0.027, 0.008, 0.028, 0.27, 0.56, 0.84, 1.045])
('2017-09-20 13:45 Wed', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.098, -0.125, -0.135, -0.125, -0.122, -0.107, -0.104, -0.077, -0.067, -0.027, 0.008, 0.028, 0.275, 0.556, 0.836, 1.042])
('2017-09-21 13:45 Thu', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.095, -0.125, -0.13, -0.12, -0.116, -0.102, -0.099, -0.077, -0.062, -0.027, 0.005, 0.028, 0.27, 0.549, 0.825, 1.035])
('2017-09-22 13:45 Fri', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.085, -0.125, -0.14, -0.13, -0.128, -0.111, -0.109, -0.087, -0.067, -0.032, 0.001, 0.023, 0.26, 0.544, 0.819, 1.03])
('2017-09-25 13:45 Mon', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.095, -0.13, -0.14, -0.13, -0.127, -0.117, -0.114, -0.087, -0.067, -0.032, 0.001, 0.023, 0.262, 0.551, 0.825, 1.035])
('2017-09-27 13:45 Wed', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.095, -0.13, -0.135, -0.125, -0.106, -0.096, -0.089, -0.063, -0.042, -0.007, 0.027, 0.052, 0.287, 0.575, 0.855, 1.06])
('2017-09-28 13:45 Thu', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.11, -0.11, -0.125, -0.109, -0.087, -0.072, -0.064, -0.038, -0.012, 0.017, 0.052, 0.072, 0.312, 0.601, 0.885, 1.097])
('2017-09-29 13:45 Fri', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.123, -0.11, -0.13, -0.114, -0.09, -0.081, -0.074, -0.047, -0.024, 0.004, 0.032, 0.062, 0.294, 0.579, 0.865, 1.075])
('2017-10-02 13:45 Mon', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.123, -0.11, -0.125, -0.109, -0.081, -0.071, -0.064, -0.032, -0.009, 0.02, 0.048, 0.073, 0.312, 0.593, 0.873, 1.085])
('2017-10-03 13:45 Tue', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.12, -0.11, -0.125, -0.114, -0.085, -0.076, -0.069, -0.037, -0.014, 0.016, 0.048, 0.077, 0.312, 0.6, 0.883, 1.097])
('2017-10-04 13:45 Wed', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.12, -0.12, -0.14, -0.134, -0.106, -0.096, -0.094, -0.062, -0.039, -0.008, 0.022, 0.053, 0.29, 0.58, 0.871, 1.08])
('2017-10-05 13:45 Thu', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.123, -0.122, -0.14, -0.139, -0.112, -0.102, -0.099, -0.067, -0.044, -0.014, 0.017, 0.044, 0.287, 0.575, 0.866, 1.075])
('2017-10-06 13:45 Fri', [3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 480], [-0.12, -0.122, -0.14, -0.139, -0.111, -0.097, -0.094, -0.057, -0.033, 0.001, 0.028, 0.055, 0.3, 0.595, 0.886, 1.097])
