('2017-08-29 13:45 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.651, -0.624, -0.629, -0.578, -0.57, -0.587, -0.509, -0.377, -0.208, -0.062, 0.1, 0.312, 0.5, 0.658, 1.044, 1.364, 1.746, 1.883])
('2017-08-30 13:45 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.661, -0.62, -0.632, -0.58, -0.563, -0.585, -0.508, -0.367, -0.196, -0.045, 0.113, 0.324, 0.512, 0.675, 1.054, 1.374, 1.757, 1.887])
('2017-08-31 13:45 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.65, -0.621, -0.63, -0.577, -0.565, -0.585, -0.512, -0.376, -0.204, -0.059, 0.099, 0.309, 0.498, 0.663, 1.049, 1.371, 1.742, 1.888])
('2017-09-01 13:45 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.66, -0.617, -0.632, -0.579, -0.566, -0.589, -0.51, -0.366, -0.199, -0.051, 0.109, 0.327, 0.518, 0.686, 1.088, 1.411, 1.793, 1.932])
('2017-09-04 13:45 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.652, -0.615, -0.605, -0.583, -0.575, -0.596, -0.526, -0.38, -0.218, -0.065, 0.098, 0.323, 0.513, 0.686, 1.081, 1.415, 1.795, 1.936])
('2017-09-05 13:45 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.663, -0.605, -0.597, -0.584, -0.575, -0.616, -0.541, -0.41, -0.242, -0.094, 0.071, 0.287, 0.477, 0.652, 1.049, 1.386, 1.758, 1.904])
('2017-09-06 13:45 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.654, -0.608, -0.595, -0.553, -0.568, -0.6, -0.525, -0.397, -0.228, -0.079, 0.078, 0.295, 0.486, 0.66, 1.052, 1.381, 1.757, 1.9])
('2017-09-07 13:45 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.647, -0.613, -0.601, -0.554, -0.573, -0.623, -0.552, -0.427, -0.258, -0.111, 0.042, 0.253, 0.444, 0.611, 1.021, 1.348, 1.734, 1.869])
('2017-09-08 13:45 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.661, -0.617, -0.602, -0.556, -0.571, -0.593, -0.54, -0.42, -0.252, -0.106, 0.05, 0.261, 0.454, 0.623, 1.029, 1.371, 1.759, 1.899])
('2017-09-11 13:45 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.658, -0.609, -0.62, -0.55, -0.572, -0.619, -0.541, -0.406, -0.245, -0.098, 0.055, 0.269, 0.468, 0.632, 1.034, 1.387, 1.771, 1.917])
('2017-09-12 13:45 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.65, -0.605, -0.621, -0.548, -0.571, -0.59, -0.506, -0.37, -0.191, -0.044, 0.112, 0.325, 0.528, 0.695, 1.097, 1.435, 1.835, 1.98])
('2017-09-13 13:45 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.647, -0.604, -0.615, -0.548, -0.574, -0.593, -0.496, -0.362, -0.181, -0.039, 0.113, 0.328, 0.527, 0.694, 1.091, 1.429, 1.828, 1.975])
('2017-09-14 13:45 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.647, -0.604, -0.61, -0.551, -0.574, -0.584, -0.495, -0.356, -0.176, -0.026, 0.135, 0.336, 0.537, 0.705, 1.1, 1.453, 1.838, 1.987])
('2017-09-15 13:45 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.652, -0.603, -0.61, -0.546, -0.573, -0.584, -0.477, -0.334, -0.162, -0.006, 0.153, 0.362, 0.551, 0.719, 1.103, 1.444, 1.843, 2.002])
('2017-09-19 13:45 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.65, -0.6, -0.625, -0.549, -0.575, -0.568, -0.456, -0.332, -0.162, -0.009, 0.155, 0.358, 0.553, 0.726, 1.112, 1.456, 1.84, 1.988])
('2017-09-20 13:45 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.654, -0.6, -0.62, -0.585, -0.58, -0.574, -0.475, -0.333, -0.163, -0.015, 0.149, 0.352, 0.55, 0.727, 1.104, 1.437, 1.839, 1.989])
('2017-09-21 13:45 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.647, -0.61, -0.63, -0.551, -0.575, -0.57, -0.455, -0.332, -0.149, -0.006, 0.163, 0.367, 0.562, 0.738, 1.114, 1.438, 1.835, 1.991])
('2017-09-22 13:45 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.661, -0.61, -0.635, -0.55, -0.573, -0.568, -0.468, -0.328, -0.154, 0.0, 0.162, 0.371, 0.565, 0.736, 1.117, 1.433, 1.828, 1.987])
('2017-09-25 13:45 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.71, -0.605, -0.63, -0.591, -0.56, -0.595, -0.441, -0.377, -0.056, -0.051, 0.229, 0.418, 0.607, 0.695, 1.087, 1.4, 1.796, 1.953])
