('2017-08-29 13:45 Tue', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.476, -0.333, -0.343, -0.327, -0.06, 0.17, 0.487, 0.867, 1.123, 1.524, 1.7, 1.883, 2.069, 2.637, 2.782, 3.217])
('2017-08-30 13:45 Wed', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.491, -0.333, -0.323, -0.327, -0.065, 0.177, 0.497, 0.876, 1.134, 1.533, 1.711, 1.89, 2.081, 2.653, 2.798, 3.232])
('2017-08-31 13:45 Thu', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.491, -0.35, -0.339, -0.322, -0.094, 0.16, 0.47, 0.844, 1.107, 1.496, 1.676, 1.857, 2.045, 2.631, 2.775, 3.2])
('2017-09-01 13:45 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.493, -0.345, -0.339, -0.324, -0.106, 0.154, 0.468, 0.837, 1.113, 1.511, 1.691, 1.878, 2.076, 2.659, 2.802, 3.223])
('2017-09-04 13:45 Mon', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.483, -0.396, -0.361, -0.327, -0.1, 0.146, 0.453, 0.811, 1.086, 1.476, 1.655, 1.847, 2.046, 2.626, 2.774, 3.199])
('2017-09-05 13:45 Tue', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.494, -0.361, -0.358, -0.334, -0.128, 0.129, 0.43, 0.78, 1.05, 1.44, 1.617, 1.809, 1.999, 2.584, 2.726, 3.169])
('2017-09-06 13:45 Wed', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.51, -0.407, -0.346, -0.329, -0.105, 0.147, 0.461, 0.813, 1.078, 1.47, 1.643, 1.836, 2.024, 2.602, 2.746, 3.187])
('2017-09-07 13:45 Thu', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.511, -0.377, -0.354, -0.332, -0.16, 0.089, 0.387, 0.731, 0.987, 1.372, 1.542, 1.73, 1.912, 2.511, 2.659, 3.105])
('2017-09-08 13:45 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.51, -0.413, -0.352, -0.322, -0.137, 0.101, 0.397, 0.757, 1.026, 1.415, 1.588, 1.776, 1.962, 2.566, 2.72, 3.158])
('2017-09-11 13:45 Mon', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.529, -0.368, -0.335, -0.321, -0.136, 0.103, 0.403, 0.767, 1.039, 1.425, 1.602, 1.784, 1.967, 2.558, 2.717, 3.153])
('2017-09-12 13:45 Tue', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.519, -0.357, -0.334, -0.324, -0.121, 0.133, 0.438, 0.809, 1.078, 1.469, 1.648, 1.827, 2.077, 2.605, 2.753, 3.196])
('2017-09-13 13:45 Wed', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.498, -0.353, -0.331, -0.319, -0.089, 0.147, 0.459, 0.836, 1.108, 1.504, 1.681, 1.859, 2.11, 2.639, 2.787, 3.218])
('2017-09-14 13:45 Thu', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.488, -0.366, -0.332, -0.311, -0.096, 0.144, 0.461, 0.842, 1.118, 1.517, 1.699, 1.876, 2.129, 2.653, 2.796, 3.23])
('2017-09-15 13:45 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.356, -0.357, -0.322, -0.312, -0.101, 0.136, 0.454, 0.84, 1.116, 1.515, 1.704, 1.886, 2.146, 2.669, 2.815, 3.229])
('2017-09-19 13:45 Tue', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.36, -0.375, -0.347, -0.33, -0.132, 0.129, 0.436, 0.818, 1.085, 1.497, 1.689, 1.871, 2.122, 2.653, 2.797, 3.217])
('2017-09-20 13:45 Wed', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.36, -0.366, -0.351, -0.339, -0.133, 0.134, 0.443, 0.818, 1.091, 1.507, 1.696, 1.879, 2.135, 2.669, 2.825, 3.23])
('2017-09-21 13:45 Thu', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.361, -0.416, -0.326, -0.338, -0.139, 0.144, 0.455, 0.835, 1.109, 1.526, 1.715, 1.903, 2.159, 2.702, 2.853, 3.269])
('2017-09-22 13:45 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.392, -0.377, -0.362, -0.341, -0.138, 0.146, 0.459, 0.845, 1.121, 1.537, 1.725, 1.911, 2.169, 2.703, 2.849, 3.263])
('2017-09-25 13:45 Mon', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.383, -0.364, -0.362, -0.357, -0.129, 0.135, 0.454, 0.843, 1.112, 1.528, 1.717, 1.903, 2.158, 2.712, 2.862, 3.259])
('2017-09-27 13:45 Wed', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.414, -0.388, -0.359, -0.353, -0.117, 0.153, 0.47, 0.859, 1.131, 1.549, 1.741, 1.942, 2.216, 2.759, 2.908, 3.302])
