('2017-08-29 09:20 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.646, -0.621, -0.629, -0.578, -0.57, -0.594, -0.512, -0.377, -0.206, -0.059, 0.1, 0.318, 0.505, 0.661, 1.044, 1.373, 1.742, 1.884])
('2017-08-30 09:20 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.661, -0.62, -0.628, -0.58, -0.563, -0.573, -0.507, -0.362, -0.199, -0.05, 0.107, 0.319, 0.506, 0.665, 1.047, 1.378, 1.756, 1.891])
('2017-08-31 09:20 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.65, -0.621, -0.632, -0.578, -0.564, -0.585, -0.503, -0.359, -0.2, -0.048, 0.112, 0.322, 0.511, 0.679, 1.06, 1.379, 1.757, 1.884])
('2017-09-01 09:20 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.654, -0.621, -0.629, -0.579, -0.564, -0.586, -0.495, -0.36, -0.199, -0.047, 0.11, 0.321, 0.512, 0.681, 1.073, 1.394, 1.775, 1.906])
('2017-09-04 09:20 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.645, -0.619, -0.61, -0.578, -0.566, -0.579, -0.516, -0.375, -0.213, -0.061, 0.102, 0.318, 0.509, 0.681, 1.08, 1.423, 1.799, 1.926])
('2017-09-05 09:20 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.663, -0.609, -0.593, -0.582, -0.572, -0.605, -0.528, -0.385, -0.219, -0.068, 0.095, 0.322, 0.513, 0.687, 1.088, 1.431, 1.794, 1.942])
('2017-09-06 09:20 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.654, -0.608, -0.599, -0.582, -0.57, -0.588, -0.513, -0.385, -0.218, -0.074, 0.086, 0.303, 0.495, 0.667, 1.065, 1.4, 1.763, 1.907])
('2017-09-07 09:20 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.655, -0.613, -0.6, -0.546, -0.567, -0.583, -0.504, -0.376, -0.213, -0.067, 0.095, 0.311, 0.506, 0.673, 1.071, 1.396, 1.773, 1.916])
('2017-09-08 09:20 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.661, -0.617, -0.598, -0.555, -0.575, -0.596, -0.536, -0.405, -0.244, -0.101, 0.055, 0.267, 0.462, 0.627, 1.04, 1.371, 1.76, 1.904])
('2017-09-11 09:20 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.645, -0.616, -0.627, -0.553, -0.571, -0.597, -0.54, -0.415, -0.244, -0.102, 0.055, 0.268, 0.462, 0.625, 1.037, 1.39, 1.766, 1.917])
('2017-09-12 09:20 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.656, -0.605, -0.61, -0.55, -0.571, -0.589, -0.51, -0.384, -0.215, -0.068, 0.084, 0.299, 0.495, 0.659, 1.062, 1.409, 1.787, 1.936])
('2017-09-13 09:20 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.65, -0.605, -0.621, -0.549, -0.571, -0.607, -0.527, -0.378, -0.195, -0.048, 0.107, 0.322, 0.53, 0.696, 1.092, 1.443, 1.843, 1.995])
('2017-09-14 09:20 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.639, -0.604, -0.609, -0.12, -0.576, -0.584, -0.505, -0.374, -0.193, -0.049, 0.107, 0.323, 0.521, 0.689, 1.085, 1.438, 1.825, 1.979])
('2017-09-15 09:20 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.636, -0.603, -0.605, -0.543, -0.572, -0.557, -0.472, -0.321, -0.151, -0.003, 0.156, 0.356, 0.549, 0.715, 1.104, 1.445, 1.843, 1.988])
('2017-09-19 09:20 Tue', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.65, -0.6, -0.619, -0.55, -0.576, -0.572, -0.471, -0.328, -0.157, -0.01, 0.154, 0.357, 0.553, 0.724, 1.118, 1.459, 1.839, 1.987])
('2017-09-20 09:20 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.654, -0.6, -0.62, -0.546, -0.574, -0.559, -0.469, -0.328, -0.163, -0.016, 0.15, 0.35, 0.545, 0.718, 1.103, 1.441, 1.822, 1.99])
('2017-09-21 09:20 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.639, -0.605, -0.617, -0.547, -0.575, -0.566, -0.457, -0.317, -0.137, 0.015, 0.185, 0.399, 0.593, 0.766, 1.146, 1.485, 1.866, 2.033])
('2017-09-22 09:20 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.653, -0.61, -0.62, -0.547, -0.572, -0.555, -0.466, -0.325, -0.143, 0.005, 0.168, 0.375, 0.569, 0.739, 1.12, 1.449, 1.825, 1.985])
('2017-09-25 09:27 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.71, -0.609, -0.64, -0.59, -0.572, -0.601, -0.438, -0.36, -0.049, -0.045, 0.225, 0.411, 0.611, 0.692, 1.079, 1.403, 1.777, 1.937])
('2017-09-27 09:27 Wed', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.717, -0.608, -0.638, -0.592, -0.57, -0.57, -0.413, -0.343, -0.009, -0.006, 0.271, 0.474, 0.678, 0.759, 1.153, 1.465, 1.858, 2.018])
('2017-09-28 09:27 Thu', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.733, -0.607, -0.636, -0.591, -0.55, -0.585, -0.392, -0.33, 0.028, 0.016, 0.299, 0.505, 0.709, 0.796, 1.199, 1.525, 1.901, 2.057])
('2017-09-29 09:27 Fri', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.702, -0.608, -0.64, -0.592, -0.565, -0.596, -0.421, -0.351, -0.022, -0.023, 0.265, 0.47, 0.664, 0.744, 1.144, 1.456, 1.849, 2.008])
('2017-10-02 09:27 Mon', [1, 3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360, 600], [-0.645, -0.578, -0.638, -0.597, -0.571, -0.599, -0.423, -0.353, -0.001, -0.017, 0.264, 0.466, 0.669, 0.746, 1.15, 1.474, 1.844, 1.998])
