2017-08-29 09:20 Tue // ['21450', '2000', '0'] // ['RYU7', '130.65', '130.71', '130.35', '130.95', '129.70', '3582', '21376', '0'] // [['RYU7', '130.65', '130.71', '130.35', '130.95', '129.70', '3582', '21376', '0'], ['RYZ7', '130.78', '130.77', '129.99', '130.78', '129.99', '83', '74', '0'], ['RYH8', '', '130.77', '', '', '', '0', '', ''], ['RYM8', '', '130.79', '', '', '', '0', '', ''], ['RYU8', '', '130.79', '', '', '', '0', '', ''], ['RYZ8', '', '130.78', '', '', '', '0', '', '']]
2017-08-30 09:20 Wed // ['21920', '6067', '0'] // ['RYU7', '131.40', '131.57', '131.25', '131.73', '131.17', '1814', '21796', '0'] // [['RYU7', '131.40', '131.57', '131.25', '131.73', '131.17', '1814', '21796', '0'], ['RYZ7', '131.35', '131.62', '131.38', '131.38', '131.34', '12', '124', '0'], ['RYH8', '', '131.62', '', '', '', '0', '', ''], ['RYM8', '', '131.65', '', '', '', '0', '', ''], ['RYU8', '', '131.65', '', '', '', '0', '', ''], ['RYZ8', '', '131.64', '', '', '', '0', '', '']]
2017-08-31 09:20 Thu // ['21293', '2747', '0'] // ['RYU7', '130.82', '131.24', '131.16', '131.59', '130.80', '1456', '21162', '0'] // [['RYU7', '130.82', '131.24', '131.16', '131.59', '130.80', '1456', '21162', '0'], ['RYZ7', '131.43', '131.30', '131.43', '131.43', '131.43', '4', '131', '0'], ['RYH8', '', '131.31', '', '', '', '0', '', ''], ['RYM8', '', '131.34', '', '', '', '0', '', ''], ['RYU8', '', '131.34', '', '', '', '0', '', ''], ['RYZ8', '', '131.31', '', '', '', '0', '', '']]
2017-09-01 09:20 Fri // ['21460', '2545', '0'] // ['RYU7', '130.99', '130.92', '131.08', '131.35', '130.76', '2145', '21324', '0'] // [['RYU7', '130.99', '130.92', '131.08', '131.35', '130.76', '2145', '21324', '0'], ['RYZ7', '', '130.98', '', '', '', '0', '136', '0'], ['RYH8', '', '130.99', '', '', '', '0', '', ''], ['RYM8', '', '131.03', '', '', '', '0', '', ''], ['RYU8', '', '131.04', '', '', '', '0', '', ''], ['RYZ8', '', '131.03', '', '', '', '0', '', '']]
2017-09-04 09:20 Mon // ['21330', '3760', '0'] // ['RYU7', '130.50', '130.84', '130.29', '130.70', '130.15', '952', '21194', '0'] // [['RYU7', '130.50', '130.84', '130.29', '130.70', '130.15', '952', '21194', '0'], ['RYZ7', '130.30', '130.91', '130.30', '130.30', '130.30', '1', '136', '0'], ['RYH8', '', '130.91', '', '', '', '0', '', ''], ['RYM8', '', '130.94', '', '', '', '0', '', ''], ['RYU8', '', '130.95', '', '', '', '0', '', ''], ['RYZ8', '', '130.94', '', '', '', '0', '', ''], ['RYH9', '', '', '', '', '', '0', '', '']]
2017-09-05 09:20 Tue // ['21330', '3760', '0'] // ['RYU7', '129.89', '130.84', '130.29', '130.70', '129.86', '2404', '21194', '0'] // [['RYU7', '129.89', '130.84', '130.29', '130.70', '129.86', '2404', '21194', '0'], ['RYZ7', '130.14', '130.91', '130.30', '130.30', '130.00', '6', '136', '0'], ['RYH8', '', '130.91', '', '', '', '0', '', ''], ['RYM8', '', '130.94', '', '', '', '0', '', ''], ['RYU8', '', '130.95', '', '', '', '0', '', ''], ['RYZ8', '', '130.94', '', '', '', '0', '', ''], ['RYH9', '', '', '', '', '', '0', '', '']]
2017-09-06 09:20 Wed // ['21905', '3961', '83'] // ['RYU7', '129.93', '129.50', '129.47', '130.01', '129.41', '941', '21758', '83'] // [['RYU7', '129.93', '129.50', '129.47', '130.01', '129.41', '941', '21758', '83'], ['RYZ7', '130.01', '129.57', '129.68', '130.01', '129.68', '116', '147', '0'], ['RYH8', '', '129.58', '', '', '', '0', '', ''], ['RYM8', '', '129.61', '', '', '', '0', '', ''], ['RYU8', '', '129.64', '', '', '', '0', '', ''], ['RYZ8', '', '129.63', '', '', '', '0', '', ''], ['RYH9', '', '', '', '', '', '0', '', '']]
2017-09-07 09:20 Thu // ['22510', '2929', '195'] // ['RYU7', '130.93', '130.24', '130.23', '131.09', '129.94', '3005', '22226', '195'] // [['RYU7', '130.93', '130.24', '130.23', '131.09', '129.94', '3005', '22226', '195'], ['RYZ7', '131.00', '130.29', '130.53', '131.00', '130.20', '285', '284', '0'], ['RYH8', '', '130.31', '', '', '', '0', '', ''], ['RYM8', '', '130.34', '', '', '', '0', '', ''], ['RYU8', '', '130.35', '', '', '', '0', '', ''], ['RYZ8', '', '130.32', '', '', '', '0', '', ''], ['RYH9', '', '130.29', '', '', '', '0', '', '']]
2017-09-08 09:20 Fri // ['22571', '17430', '12458'] // ['RYU7', '129.79', '130.47', '130.30', '130.66', '129.47', '2680', '15935', '6229'] // [['RYU7', '129.79', '130.47', '130.30', '130.66', '129.47', '2680', '15935', '6229'], ['RYZ7', '129.88', '130.54', '130.66', '130.66', '129.57', '300', '6636', '6229'], ['RYH8', '', '130.56', '', '', '', '0', '', ''], ['RYM8', '', '130.59', '', '', '', '0', '', ''], ['RYU8', '', '130.61', '', '', '', '0', '', ''], ['RYZ8', '', '130.61', '', '', '', '0', '', ''], ['RYH9', '', '130.59', '', '', '', '0', '', '']]
2017-09-11 09:20 Mon // ['22926', '4175', '210'] // ['RYU7', '130.32', '129.67', '130.05', '130.48', '129.99', '1367', '15681', '0'] // [['RYU7', '130.32', '129.67', '130.05', '130.48', '129.99', '1367', '15681', '0'], ['RYZ7', '130.47', '129.76', '130.20', '130.54', '130.20', '455', '7245', '210'], ['RYH8', '', '129.79', '', '', '', '0', '', ''], ['RYM8', '', '129.82', '', '', '', '0', '', ''], ['RYU8', '', '129.84', '', '', '', '0', '', ''], ['RYZ8', '', '129.84', '', '', '', '0', '', ''], ['RYH9', '', '129.84', '', '', '', '0', '', '']]
2017-09-12 09:20 Tue // ['23101', '2998', '0'] // ['RYU7', '131.24', '130.82', '130.77', '131.31', '130.71', '2815', '15244', '0'] // [['RYU7', '131.24', '130.82', '130.77', '131.31', '130.71', '2815', '15244', '0'], ['RYZ7', '131.32', '130.91', '130.89', '131.37', '130.89', '1805', '7857', '0'], ['RYH8', '', '130.94', '', '', '', '0', '', ''], ['RYM8', '', '130.98', '', '', '', '0', '', ''], ['RYU8', '', '131.00', '', '', '', '0', '', ''], ['RYZ8', '', '131.01', '', '', '', '0', '', ''], ['RYH9', '', '131.00', '', '', '', '0', '', '']]
2017-09-13 09:20 Wed // ['23597', '8298', '0'] // ['RYU7', '131.74', '131.80', '131.83', '132.00', '131.68', '10277', '13527', '0'] // [['RYU7', '131.74', '131.80', '131.83', '132.00', '131.68', '10277', '13527', '0'], ['RYZ7', '131.78', '131.88', '131.97', '132.01', '131.78', '9514', '10070', '0'], ['RYH8', '', '131.93', '', '', '', '0', '', ''], ['RYM8', '', '131.97', '', '', '', '0', '', ''], ['RYU8', '', '131.98', '', '', '', '0', '', ''], ['RYZ8', '', '131.98', '', '', '', '0', '', ''], ['RYH9', '', '131.96', '', '', '', '0', '', '']]
2017-09-14 09:20 Thu // ['25730', '26562', '0'] // ['RYU7', '131.47', '131.41', '131.39', '131.68', '131.11', '3053', '7895', '0'] // [['RYU7', '131.47', '131.41', '131.39', '131.68', '131.11', '3053', '7895', '0'], ['RYZ7', '131.60', '131.51', '131.52', '131.70', '131.22', '2370', '17835', '0'], ['RYH8', '', '131.54', '', '', '', '0', '', ''], ['RYM8', '', '131.58', '', '', '', '0', '', ''], ['RYU8', '', '131.61', '', '', '', '0', '', ''], ['RYZ8', '', '131.61', '', '', '', '0', '', ''], ['RYH9', '', '131.60', '', '', '', '0', '', '']]
2017-09-15 09:20 Fri // ['26290', '9341', '644'] // ['RYZ7', '132.67', '131.80', '131.43', '133.16', '130.72', '3508', '19657', '644'] // [['RYU7', '132.53', '131.71', '130.83', '133.05', '130.65', '1505', '6633', '0'], ['RYZ7', '132.67', '131.80', '131.43', '133.16', '130.72', '3508', '19657', '644'], ['RYH8', '', '131.84', '', '', '', '0', '', ''], ['RYM8', '', '131.89', '', '', '', '0', '', ''], ['RYU8', '', '131.90', '', '', '', '0', '', ''], ['RYZ8', '', '131.89', '', '', '', '0', '', ''], ['RYH9', '', '131.88', '', '', '', '0', '', '']]
2017-09-19 09:20 Tue // ['29097', '2366', '83'] // ['RYZ7', '133.56', '133.31', '133.45', '134.25', '133.34', '2811', '22886', '83'] // [['RYZ7', '133.56', '133.31', '133.45', '134.25', '133.34', '2811', '22886', '83'], ['RYH8', '', '133.34', '', '', '', '0', '', ''], ['RYM8', '', '133.40', '', '', '', '0', '', ''], ['RYU8', '', '133.42', '', '', '', '0', '', ''], ['RYZ8', '', '133.41', '', '', '', '0', '', ''], ['RYH9', '', '133.39', '', '', '', '0', '', '']]
