['2017-08-25 21:09 Fri', '0.9567', '0.9655', '0.9655', '0.9663', '0.9551', '1.0344', '0.9439', '', '', 'USDCHF:CUR']
['2017-08-26 21:09 Fri', '0.9567', '0.9655', '0.9655', '0.9663', '0.9551', '1.0344', '0.9439', '', '', 'USDCHF:CUR']
