('2017-09-22 19:22 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.167, 0.231, 0.298, 0.4, 0.456, 0.525, 0.591, 0.776, 0.92, 1.015, 1.131, 1.26, 1.364, 1.677, 1.933, 1.938, 1.929, 1.809, 1.751])
('2017-09-22 19:27 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.167, 0.231, 0.298, 0.4, 0.456, 0.525, 0.591, 0.776, 0.92, 1.015, 1.131, 1.26, 1.364, 1.677, 1.933, 1.938, 1.929, 1.809, 1.751])
('2017-09-22 19:28 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.167, 0.231, 0.298, 0.4, 0.456, 0.525, 0.591, 0.776, 0.92, 1.015, 1.131, 1.26, 1.364, 1.677, 1.933, 1.938, 1.929, 1.809, 1.751])
('2017-09-22 19:30 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.167, 0.231, 0.298, 0.4, 0.456, 0.525, 0.591, 0.776, 0.92, 1.015, 1.131, 1.26, 1.364, 1.677, 1.933, 1.938, 1.929, 1.809, 1.751])
('2017-09-22 19:31 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.167, 0.231, 0.298, 0.4, 0.456, 0.525, 0.591, 0.776, 0.92, 1.015, 1.131, 1.26, 1.364, 1.677, 1.933, 1.938, 1.929, 1.809, 1.751])
('2017-09-22 19:36 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.167, 0.231, 0.298, 0.4, 0.456, 0.525, 0.591, 0.776, 0.92, 1.015, 1.131, 1.26, 1.364, 1.677, 1.933, 1.938, 1.929, 1.809, 1.751])
('2017-09-22 19:40 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.167, 0.231, 0.298, 0.4, 0.456, 0.525, 0.591, 0.776, 0.92, 1.015, 1.131, 1.26, 1.364, 1.677, 1.933, 1.938, 1.929, 1.809, 1.751])
('2017-09-22 19:42 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.167, 0.231, 0.298, 0.4, 0.456, 0.525, 0.591, 0.776, 0.92, 1.015, 1.131, 1.26, 1.364, 1.677, 1.933, 1.938, 1.929, 1.809, 1.751])
('2017-09-22 19:48 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.167, 0.231, 0.298, 0.4, 0.456, 0.525, 0.591, 0.776, 0.92, 1.015, 1.131, 1.26, 1.364, 1.677, 1.933, 1.938, 1.929, 1.809, 1.751])
('2017-09-22 19:50 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.167, 0.231, 0.298, 0.4, 0.456, 0.525, 0.591, 0.776, 0.92, 1.015, 1.131, 1.26, 1.364, 1.677, 1.933, 1.938, 1.929, 1.809, 1.751])
('2017-09-22 19:52 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.167, 0.231, 0.298, 0.4, 0.456, 0.525, 0.591, 0.776, 0.92, 1.015, 1.131, 1.26, 1.364, 1.677, 1.933, 1.938, 1.929, 1.809, 1.751])
('2017-09-22 19:54 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.167, 0.231, 0.298, 0.4, 0.456, 0.525, 0.591, 0.776, 0.92, 1.015, 1.131, 1.26, 1.364, 1.677, 1.933, 1.938, 1.929, 1.809, 1.751])
('2017-09-22 19:56 Fri', [1, 3, 6, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 300, 360, 480, 600], [0.167, 0.231, 0.298, 0.4, 0.456, 0.525, 0.591, 0.776, 0.92, 1.015, 1.131, 1.26, 1.364, 1.677, 1.933, 1.938, 1.929, 1.809, 1.751])
