('2017-09-22 19:22 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.966, 1.029, 1.191, 1.3, 1.439, 1.583, 1.866, 2.096, 2.257, 2.789])
('2017-09-22 19:27 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.966, 1.029, 1.191, 1.3, 1.439, 1.583, 1.866, 2.096, 2.257, 2.789])
('2017-09-22 19:28 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.966, 1.029, 1.191, 1.3, 1.439, 1.583, 1.866, 2.096, 2.257, 2.789])
('2017-09-22 19:30 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.966, 1.029, 1.191, 1.3, 1.439, 1.583, 1.866, 2.096, 2.257, 2.789])
('2017-09-22 19:31 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.966, 1.029, 1.191, 1.3, 1.439, 1.583, 1.866, 2.096, 2.257, 2.789])
('2017-09-22 19:36 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.966, 1.029, 1.191, 1.3, 1.439, 1.583, 1.866, 2.096, 2.257, 2.789])
('2017-09-22 19:40 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.966, 1.029, 1.191, 1.3, 1.439, 1.583, 1.866, 2.096, 2.257, 2.789])
('2017-09-22 19:42 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.966, 1.029, 1.191, 1.3, 1.439, 1.583, 1.866, 2.096, 2.257, 2.789])
('2017-09-22 19:48 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.966, 1.029, 1.191, 1.3, 1.439, 1.583, 1.866, 2.096, 2.257, 2.789])
('2017-09-22 19:50 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.966, 1.029, 1.191, 1.3, 1.439, 1.583, 1.866, 2.096, 2.257, 2.789])
('2017-09-22 19:52 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.966, 1.029, 1.191, 1.3, 1.439, 1.583, 1.866, 2.096, 2.257, 2.789])
('2017-09-22 19:54 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.966, 1.029, 1.191, 1.3, 1.439, 1.583, 1.866, 2.096, 2.257, 2.789])
('2017-09-22 19:56 Fri', [1, 3, 6, 12, 24, 36, 60, 84, 120, 360], [0.966, 1.029, 1.191, 1.3, 1.439, 1.583, 1.866, 2.096, 2.257, 2.789])
