('2017-09-22 19:22 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.378, -0.359, -0.347, -0.338, -0.139, 0.14, 0.463, 0.849, 1.124, 1.539, 1.728, 1.916, 2.17, 2.705, 2.853, 3.266])
('2017-09-22 19:27 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.378, -0.359, -0.347, -0.338, -0.139, 0.14, 0.463, 0.849, 1.124, 1.539, 1.728, 1.916, 2.17, 2.705, 2.853, 3.266])
('2017-09-22 19:28 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.378, -0.359, -0.347, -0.338, -0.139, 0.14, 0.463, 0.849, 1.124, 1.539, 1.728, 1.916, 2.17, 2.705, 2.853, 3.266])
('2017-09-22 19:30 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.378, -0.359, -0.347, -0.338, -0.139, 0.14, 0.463, 0.849, 1.124, 1.539, 1.728, 1.916, 2.17, 2.705, 2.853, 3.266])
('2017-09-22 19:31 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.378, -0.359, -0.347, -0.338, -0.139, 0.14, 0.463, 0.849, 1.124, 1.539, 1.728, 1.916, 2.17, 2.705, 2.853, 3.266])
('2017-09-22 19:36 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.378, -0.359, -0.347, -0.338, -0.139, 0.14, 0.463, 0.849, 1.124, 1.539, 1.728, 1.916, 2.17, 2.705, 2.853, 3.266])
('2017-09-22 19:40 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.378, -0.359, -0.347, -0.338, -0.139, 0.14, 0.463, 0.849, 1.124, 1.539, 1.728, 1.916, 2.17, 2.705, 2.853, 3.266])
('2017-09-22 19:42 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.378, -0.359, -0.347, -0.338, -0.139, 0.14, 0.463, 0.849, 1.124, 1.539, 1.728, 1.916, 2.17, 2.705, 2.853, 3.266])
('2017-09-22 19:48 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.378, -0.359, -0.347, -0.338, -0.139, 0.14, 0.463, 0.849, 1.124, 1.539, 1.728, 1.916, 2.17, 2.705, 2.853, 3.266])
('2017-09-22 19:50 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.378, -0.359, -0.347, -0.338, -0.139, 0.14, 0.463, 0.849, 1.124, 1.539, 1.728, 1.916, 2.17, 2.705, 2.853, 3.266])
('2017-09-22 19:52 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.378, -0.359, -0.347, -0.338, -0.139, 0.14, 0.463, 0.849, 1.124, 1.539, 1.728, 1.916, 2.17, 2.705, 2.853, 3.266])
('2017-09-22 19:54 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.378, -0.359, -0.347, -0.338, -0.139, 0.14, 0.463, 0.849, 1.124, 1.539, 1.728, 1.916, 2.17, 2.705, 2.853, 3.266])
('2017-09-22 19:56 Fri', [3, 6, 9, 12, 24, 36, 48, 60, 72, 84, 96, 108, 120, 180, 240, 360], [-0.378, -0.359, -0.347, -0.338, -0.139, 0.14, 0.463, 0.849, 1.124, 1.539, 1.728, 1.916, 2.17, 2.705, 2.853, 3.266])
